tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-26,300,11,18,3.67,5000.00
906031,"Гостиница ""Матрёшка""",2026-06-26,35,9,19,25.71,5103.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-26,59,7,15,11.86,6400.00
1328740,"Гостиница ""На Звездинской""",2026-06-26,30,6,12,20.0,5000.00
1296851,"Гостиница ""Русь""",2026-06-26,56,9,21,16.07,4600.00
1889753,"Мини-отель ""Проспект""",2026-06-26,4,3,12,75.0,2700.00
1462849,"Гостиница ""7 дорог""",2026-06-26,19,9,34,47.37,8400.00
1490581,"Гостиница ""Юбилейная""",2026-06-26,23,7,13,30.43,2500.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-26,30,12,47,40.0,3000.00
1064267,"Мини-отель ""Nice People""",2026-06-26,6,4,7,66.67,3300.00
1298063,"Бутик-отель ""География""",2026-06-26,12,5,13,41.67,7400.00
787596,"Гостиница ""Ochagof""",2026-06-26,23,4,12,17.39,4760.00
1000539,"Отель ""Маяк""",2026-06-26,75,1,1,1.33,8400.00
1277758,"Отель ""Гранд Байкал""",2026-06-26,64,4,8,6.25,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-26,37,6,12,16.22,13800.00
1032271,"Отель ""Даурия""",2026-06-26,15,4,10,26.67,5500.00
946962,"Отель ""Лотос""",2026-06-26,21,0,0,0.0,
1265779,"Отель ""Клубный Квартал""",2026-06-26,48,0,0,0.0,
1296594,"Отель ""Тайга""",2026-06-26,44,10,25,22.73,5000.00
1367592,"Отель ""Атлас""",2026-06-26,28,6,16,21.43,4800.00
1367731,"Отель ""Яковлевъ""",2026-06-26,25,6,13,24.0,4600.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-26,31,11,24,35.48,4000.00
1343236,"Бутик-отель ""Аристократ""",2026-06-26,12,5,10,41.67,5100.00
1467982,Гостиница,2026-06-26,5,2,4,40.0,1500.00
1490199,Отель «Альпари»,2026-06-26,10,4,10,40.0,2400.00
1390225,"Гостиница ""Добрый Кот""",2026-06-26,10,1,2,10.0,2400.00
1491765,"Гостиница ""130Hotel""",2026-06-26,12,3,6,25.0,3800.00
1508283,"Гостиница"" Аврора""",2026-06-26,7,3,7,42.86,2700.00
1609403,"Отель ""Иркут""",2026-06-26,30,5,9,16.67,3350.00
1655828,"Апарт-отель ""Светлый""",2026-06-26,6,4,8,66.67,4500.00
1690094,Гостиница Олимпиада,2026-06-26,25,4,6,16.0,1700.00
1851647,"Парк-Отель ""Шелест""",2026-06-26,8,4,8,50.0,5000.00
1913029,"Отель ""Точка Байкала""",2026-06-26,26,4,16,15.38,6500.00
1892012,"Отель ""Подлеморье""",2026-06-26,14,1,2,7.14,8500.00
1487384,"Парк отель ""Уюга""",2026-06-26,58,7,28,12.07,6000.00
904225,"Отель ""Михаил Строгов""",2026-06-26,21,4,8,19.05,4500.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-26,69,5,15,7.25,19500.00
1441288,Отель Армат 4*,2026-06-26,36,7,15,19.44,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-26,76,6,18,7.89,8700.00
1019043,"Гостиница ""Спектр""",2026-06-26,14,1,2,7.14,3000.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-26,15,8,14,53.33,3100.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-26,15,5,12,33.33,3885.00
1382100,"Гостиница ""У Истока""",2026-06-26,24,2,4,8.33,3400.00
1450305,Дача БайкалЭко,2026-06-26,10,4,8,40.0,15000.00
1632075,"Отель"" Арбат""",2026-06-26,11,8,14,72.73,3550.00
2032078,Гостиница «Усадьба Егорова»,2026-06-26,10,7,18,70.0,7000.00
2112642,"Гостиница ""Автовокзал""",2026-06-26,22,7,12,31.82,2600.00
425543,"Отель ""Звезда""",2026-06-26,64,5,11,7.81,7600.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-26,120,13,33,10.83,5940.00
2063101,"Гостиница ""Азия-Европа""",2026-06-26,19,7,14,36.84,4000.00
767249,"Отель ""Купеческий Дворъ""",2026-06-26,14,5,16,35.71,8900.00
898794,"Бутик-отель ""Маруся""",2026-06-26,14,8,19,57.14,5250.00
1335449,Отель Амурский,2026-06-26,17,10,22,58.82,17900.00
1345611,Гостиница,2026-06-26,29,6,12,20.69,10925.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-26,11,4,14,36.36,11000.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-06-26,99,6,36,6.06,9328.00
1899852,Отель «Байкал-Аляска»,2026-06-26,24,0,0,0.0,
1979910,"Отель""NUUR HOTEL""",2026-06-26,28,0,0,0.0,
2036706,"Отель ""Магистраль""",2026-06-26,21,0,0,0.0,
2110558,"Гостиница ""Малый отель""",2026-06-26,11,8,14,72.73,4500.00
2131235,"Отель ""Усадьба 1901""",2026-06-26,18,6,12,33.33,6200.00
