tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-08-05,300,13,22,4.33,5500.00
906031,"Гостиница ""Матрёшка""",2026-08-05,35,5,8,14.29,4982.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-08-05,59,5,10,8.47,7300.00
1296851,"Гостиница ""Русь""",2026-08-05,56,2,6,3.57,6100.00
1328740,"Гостиница ""На Звездинской""",2026-08-05,30,6,12,20.0,5000.00
1889753,"Мини-отель ""Проспект""",2026-08-05,4,2,8,50.0,3200.00
1462849,"Гостиница ""7 дорог""",2026-08-05,19,2,9,10.53,10800.00
1490581,"Гостиница ""Юбилейная""",2026-08-05,23,7,11,30.43,2500.00
1064267,"Мини-отель ""Nice People""",2026-08-05,6,1,1,16.67,3500.00
787596,"Гостиница ""Ochagof""",2026-08-05,23,4,12,17.39,4900.00
1000539,"Отель ""Маяк""",2026-08-05,75,3,5,4.0,9240.00
1277758,"Отель ""Гранд Байкал""",2026-08-05,64,2,4,3.12,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-08-05,37,4,8,10.81,15000.00
1032271,"Отель ""Даурия""",2026-08-05,15,2,4,13.33,6500.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-08-05,15,4,7,26.67,3100.00
946962,"Отель ""Лотос""",2026-08-05,23,4,9,17.39,3500.00
1265779,"Отель ""Клубный Квартал""",2026-08-05,48,5,10,10.42,3500.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-08-05,66,4,8,6.06,5200.00
1367731,"Отель ""Яковлевъ""",2026-08-05,25,1,2,4.0,7000.00
1343236,"Бутик-отель ""Аристократ""",2026-08-05,12,4,8,33.33,5100.00
1441288,Отель Армат 4*,2026-08-05,36,4,9,11.11,7000.00
1467982,Гостиница,2026-08-05,5,3,5,60.0,1500.00
1490199,Отель «Альпари»,2026-08-05,10,4,10,40.0,2400.00
1390225,"Гостиница ""Добрый Кот""",2026-08-05,10,1,1,10.0,800.00
1472664,"Гостиница ""Байкал Форест""",2026-08-05,76,1,2,1.32,8096.00
1491765,"Гостиница ""130Hotel""",2026-08-05,12,1,2,8.33,3300.00
1508283,"Гостиница"" Аврора""",2026-08-05,7,1,3,14.29,4300.00
1609403,"Отель ""Иркут""",2026-08-05,30,4,8,13.33,4200.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-08-05,31,7,24,22.58,4200.00
1655828,"Апарт-отель ""Светлый""",2026-08-05,6,4,8,66.67,4500.00
1690094,Гостиница Олимпиада,2026-08-05,25,3,5,12.0,1700.00
1785783,"Отель ""Белый Берег""",2026-08-05,5,1,2,20.0,9500.00
1851647,"Парк-Отель ""Шелест""",2026-08-05,8,4,8,50.0,5000.00
1913029,"Отель ""Точка Байкала""",2026-08-05,26,2,8,7.69,7000.00
1892012,"Отель ""Подлеморье""",2026-08-05,14,2,4,14.29,7500.00
1487384,"Парк отель ""Уюга""",2026-08-05,58,6,22,10.34,5000.00
2036706,"Отель ""Магистраль""",2026-08-05,21,9,25,42.86,3100.00
2112642,"Гостиница ""Автовокзал""",2026-08-05,22,6,10,27.27,2600.00
1276636,"Парк-отель ""Бурдугуз""",2026-08-05,69,4,12,5.8,19500.00
1367592,"Отель ""Атлас""",2026-08-05,28,8,20,28.57,4800.00
1296594,"Отель ""Тайга""",2026-08-05,44,7,16,15.91,5200.00
2063101,"Гостиница ""Азия-Европа""",2026-08-05,19,6,12,31.58,4000.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-08-05,15,6,11,40.0,4440.00
1382100,"Гостиница ""У Истока""",2026-08-05,24,4,8,16.67,3400.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-08-05,31,9,22,29.03,4500.00
2032078,Гостиница «Усадьба Егорова»,2026-08-05,10,8,20,80.0,7400.00
425543,"Отель ""Звезда""",2026-08-05,64,0,0,0.0,
1378154,"Гостиница ""Байкал - Северное море""",2026-08-05,120,0,0,0.0,
767249,"Отель ""Купеческий Дворъ""",2026-08-05,14,0,0,0.0,
898794,"Бутик-отель ""Маруся""",2026-08-05,14,0,0,0.0,
1335449,Отель Амурский,2026-08-05,17,0,0,0.0,
1390108,"Гостиница  ""Воробьевы горы""",2026-08-05,11,6,24,54.55,10000.00
1899852,Отель «Байкал-Аляска»,2026-08-05,24,4,8,16.67,9500.00
1979910,"Отель""NUUR HOTEL""",2026-08-05,28,1,4,3.57,11500.00
1450305,Дача БайкалЭко,2026-08-05,10,1,2,10.0,15000.00
1367536,"Отель ""Санаторий Солнечный""",2026-08-05,125,2,4,1.6,4350.00
2110558,"Гостиница ""Малый отель""",2026-08-05,11,4,7,36.36,4500.00
2131235,"Отель ""Усадьба 1901""",2026-08-05,18,4,6,22.22,7080.00
2153764,"Отель ""На перроне""",2026-08-05,26,12,20,46.15,1800.00
