tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-20,300,14,24,4.67,5000.00
906031,"Гостиница ""Матрёшка""",2026-06-20,35,9,17,25.71,5166.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-20,59,1,3,1.69,17900.00
1328740,"Гостиница ""На Звездинской""",2026-06-20,30,6,12,20.0,5000.00
1296851,"Гостиница ""Русь""",2026-06-20,56,8,18,14.29,4600.00
1845315,"Апарт -отель ""BaikalStory """,2026-06-20,10,1,4,10.0,5500.00
1889753,"Мини-отель ""Проспект""",2026-06-20,4,3,12,75.0,3200.00
1782205,"Гостиница ""Березка""",2026-06-20,8,1,5,12.5,6000.00
1462849,"Гостиница ""7 дорог""",2026-06-20,19,9,34,47.37,8400.00
1490581,"Гостиница ""Юбилейная""",2026-06-20,23,9,15,39.13,2500.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-20,30,13,46,43.33,3000.00
1064267,"Мини-отель ""Nice People""",2026-06-20,6,5,9,83.33,2900.00
1298063,"Бутик-отель ""География""",2026-06-20,12,5,10,41.67,7400.00
787596,"Гостиница ""Ochagof""",2026-06-20,23,4,12,17.39,4760.00
1000539,"Отель ""Маяк""",2026-06-20,75,5,9,6.67,6720.00
1277758,"Отель ""Гранд Байкал""",2026-06-20,64,5,11,7.81,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-20,37,8,16,21.62,13800.00
1032271,"Отель ""Даурия""",2026-06-20,15,4,10,26.67,5500.00
946962,"Отель ""Лотос""",2026-06-20,21,5,12,23.81,3100.00
1265779,"Отель ""Клубный Квартал""",2026-06-20,48,4,8,8.33,3500.00
1296594,"Отель ""Тайга""",2026-06-20,44,6,17,13.64,6300.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-06-20,66,5,10,7.58,5200.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-20,31,9,20,29.03,4000.00
1343236,"Бутик-отель ""Аристократ""",2026-06-20,12,5,10,41.67,5100.00
1467982,Гостиница,2026-06-20,5,3,5,60.0,2000.00
1390225,"Гостиница ""Добрый Кот""",2026-06-20,10,0,0,0.0,
1491765,"Гостиница ""130Hotel""",2026-06-20,12,0,0,0.0,
1508283,"Гостиница"" Аврора""",2026-06-20,7,0,0,0.0,
1609403,"Отель ""Иркут""",2026-06-20,30,0,0,0.0,
1655828,"Апарт-отель ""Светлый""",2026-06-20,6,0,0,0.0,
1690094,Гостиница Олимпиада,2026-06-20,25,0,0,0.0,
1851647,"Парк-Отель ""Шелест""",2026-06-20,8,0,0,0.0,
1913029,"Отель ""Точка Байкала""",2026-06-20,26,4,16,15.38,6500.00
1892012,"Отель ""Подлеморье""",2026-06-20,14,7,16,50.0,6500.00
1487384,"Парк отель ""Уюга""",2026-06-20,58,8,32,13.79,6000.00
904225,"Отель ""Михаил Строгов""",2026-06-20,21,6,11,28.57,4500.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-20,69,5,15,7.25,19500.00
1367592,"Отель ""Атлас""",2026-06-20,28,5,12,17.86,4800.00
1367731,"Отель ""Яковлевъ""",2026-06-20,25,3,6,12.0,4600.00
1441288,Отель Армат 4*,2026-06-20,36,7,16,19.44,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-20,76,6,18,7.89,8700.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-20,15,8,14,53.33,3100.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-20,15,3,9,20.0,5661.00
1450305,Дача БайкалЭко,2026-06-20,10,4,8,40.0,15000.00
1632075,"Отель"" Арбат""",2026-06-20,11,7,12,63.64,4390.00
1785783,"Отель ""Белый Берег""",2026-06-20,5,2,8,40.0,9500.00
2032078,Гостиница «Усадьба Егорова»,2026-06-20,10,5,13,50.0,7000.00
2112642,"Гостиница ""Автовокзал""",2026-06-20,22,6,10,27.27,2600.00
425543,"Отель ""Звезда""",2026-06-20,64,6,14,9.38,7600.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-20,120,13,33,10.83,6000.00
2063101,"Гостиница ""Азия-Европа""",2026-06-20,19,7,14,36.84,4000.00
767249,"Отель ""Купеческий Дворъ""",2026-06-20,14,9,26,64.29,8200.00
898794,"Бутик-отель ""Маруся""",2026-06-20,14,3,6,21.43,5775.00
1335449,Отель Амурский,2026-06-20,17,10,24,58.82,17900.00
1345611,Гостиница,2026-06-20,29,7,16,24.14,10925.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-20,11,7,28,63.64,11000.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-06-20,99,6,36,6.06,8140.00
1899852,Отель «Байкал-Аляска»,2026-06-20,24,4,8,16.67,9500.00
1979910,"Отель""NUUR HOTEL""",2026-06-20,28,6,18,21.43,7100.00
2036706,"Отель ""Магистраль""",2026-06-20,21,9,25,42.86,3100.00
2110558,"Гостиница ""Малый отель""",2026-06-20,11,8,14,72.73,4500.00
2131235,"Отель ""Усадьба 1901""",2026-06-20,18,8,14,44.44,6200.00
