tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-06-17,300,5,10,1.67,5500.00
906031,"Гостиница ""Матрёшка""",2026-06-17,35,7,14,20.0,5103.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-06-17,59,1,2,1.69,8200.00
1296851,"Гостиница ""Русь""",2026-06-17,56,8,18,14.29,4600.00
1328740,"Гостиница ""На Звездинской""",2026-06-17,30,6,12,20.0,5000.00
1845315,"Апарт -отель ""BaikalStory """,2026-06-17,10,1,4,10.0,4400.00
1889753,"Мини-отель ""Проспект""",2026-06-17,4,1,4,25.0,3600.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-06-17,30,10,36,33.33,3000.00
1462849,"Гостиница ""7 дорог""",2026-06-17,19,7,25,36.84,8400.00
1490581,"Гостиница ""Юбилейная""",2026-06-17,23,8,13,34.78,2500.00
1064267,"Мини-отель ""Nice People""",2026-06-17,6,3,4,50.0,3200.00
1298063,"Бутик-отель ""География""",2026-06-17,12,3,7,25.0,7400.00
787596,"Гостиница ""Ochagof""",2026-06-17,23,4,12,17.39,4760.00
1000539,"Отель ""Маяк""",2026-06-17,75,4,7,5.33,6720.00
1277758,"Отель ""Гранд Байкал""",2026-06-17,64,5,11,7.81,5400.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-06-17,37,8,16,21.62,13800.00
946962,"Отель ""Лотос""",2026-06-17,21,7,16,33.33,2300.00
1032271,"Отель ""Даурия""",2026-06-17,15,1,2,6.67,5500.00
1296594,"Отель ""Тайга""",2026-06-17,44,6,12,13.64,4900.00
1390225,"Гостиница ""Добрый Кот""",2026-06-17,10,2,5,20.0,2400.00
1508283,"Гостиница"" Аврора""",2026-06-17,7,2,6,28.57,4300.00
1491765,"Гостиница ""130Hotel""",2026-06-17,12,5,9,41.67,5500.00
1487384,"Парк отель ""Уюга""",2026-06-17,58,5,20,8.62,8500.00
1609403,"Отель ""Иркут""",2026-06-17,30,9,15,30.0,3200.00
1690094,Гостиница Олимпиада,2026-06-17,25,4,6,16.0,1700.00
1892012,"Отель ""Подлеморье""",2026-06-17,14,0,0,0.0,
1913029,"Отель ""Точка Байкала""",2026-06-17,26,4,16,15.38,6500.00
1467982,Гостиница,2026-06-17,5,3,5,60.0,2000.00
1490199,Отель «Альпари»,2026-06-17,10,3,8,30.0,2400.00
1655828,"Апарт-отель ""Светлый""",2026-06-17,6,4,8,66.67,4500.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-06-17,31,10,24,32.26,4500.00
1851647,"Парк-Отель ""Шелест""",2026-06-17,8,3,6,37.5,5000.00
1343236,"Бутик-отель ""Аристократ""",2026-06-17,12,5,10,41.67,5100.00
424345,"Гостиничный комплекс ""Лазурный берег""",2026-06-17,66,2,4,3.03,6000.00
1276636,"Парк-отель ""Бурдугуз""",2026-06-17,69,5,15,7.25,19500.00
1367731,"Отель ""Яковлевъ""",2026-06-17,25,3,6,12.0,3000.00
904225,"Отель ""Михаил Строгов""",2026-06-17,21,3,5,14.29,4500.00
1367592,"Отель ""Атлас""",2026-06-17,28,4,9,14.29,4800.00
1441288,Отель Армат 4*,2026-06-17,36,5,10,13.89,5300.00
1472664,"Гостиница ""Байкал Форест""",2026-06-17,76,3,9,3.95,9900.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-06-17,15,8,14,53.33,5200.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-06-17,15,7,11,46.67,3330.00
1382100,"Гостиница ""У Истока""",2026-06-17,24,4,8,16.67,3400.00
1450305,Дача БайкалЭко,2026-06-17,10,4,8,40.0,12000.00
1632075,"Отель"" Арбат""",2026-06-17,11,7,12,63.64,4390.00
1785783,"Отель ""Белый Берег""",2026-06-17,5,2,12,40.0,9500.00
2032078,Гостиница «Усадьба Егорова»,2026-06-17,10,7,17,70.0,7000.00
425543,"Отель ""Звезда""",2026-06-17,64,6,14,9.38,8500.00
1378154,"Гостиница ""Байкал - Северное море""",2026-06-17,120,13,33,10.83,5500.00
2063101,"Гостиница ""Азия-Европа""",2026-06-17,19,9,18,47.37,4000.00
767249,"Отель ""Купеческий Дворъ""",2026-06-17,14,6,20,42.86,8900.00
898794,"Бутик-отель ""Маруся""",2026-06-17,14,0,0,0.0,
1345611,Гостиница,2026-06-17,29,0,0,0.0,
1335449,Отель Амурский,2026-06-17,17,10,24,58.82,17900.00
1390108,"Гостиница  ""Воробьевы горы""",2026-06-17,11,7,28,63.64,11000.00
1802586,"Гостиница ""BAIKAL VIEW""",2026-06-17,99,6,36,6.06,9328.00
1899852,Отель «Байкал-Аляска»,2026-06-17,24,4,8,16.67,9500.00
1979910,"Отель""NUUR HOTEL""",2026-06-17,28,2,7,7.14,8100.00
2036706,"Отель ""Магистраль""",2026-06-17,21,9,25,42.86,3100.00
2110558,"Гостиница ""Малый отель""",2026-06-17,11,3,6,27.27,5200.00
2131235,"Отель ""Усадьба 1901""",2026-06-17,18,7,12,38.89,6200.00
