tvil_hotel_id,name,date,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,min_price
1435824,"Гостиница ""Ангара""",2026-07-25,300,14,24,4.67,5500.00
1265180,"Отель ""Байкал Бизнес Центр""",2026-07-25,59,8,18,13.56,6700.00
906031,"Гостиница ""Матрёшка""",2026-07-25,35,9,19,25.71,5166.00
1296851,"Гостиница ""Русь""",2026-07-25,56,8,18,14.29,4600.00
1328740,"Гостиница ""На Звездинской""",2026-07-25,30,6,12,20.0,5000.00
1889753,"Мини-отель ""Проспект""",2026-07-25,4,1,4,25.0,3200.00
1782205,"Гостиница ""Березка""",2026-07-25,8,1,4,12.5,6000.00
1009170,"Апарт-отель ""Sokolov Hotel""",2026-07-25,30,4,15,13.33,3000.00
1490581,"Гостиница ""Юбилейная""",2026-07-25,23,7,12,30.43,2500.00
1462849,"Гостиница ""7 дорог""",2026-07-25,19,8,26,42.11,7200.00
1298063,"Бутик-отель ""География""",2026-07-25,12,6,13,50.0,7400.00
1064267,"Мини-отель ""Nice People""",2026-07-25,6,3,4,50.0,3700.00
787596,"Гостиница ""Ochagof""",2026-07-25,23,4,12,17.39,4900.00
1372499,"Отель ""Байкал Хан Ольхон""",2026-07-25,37,5,10,13.51,15000.00
1277758,"Отель ""Гранд Байкал""",2026-07-25,64,3,7,4.69,5400.00
1000539,"Отель ""Маяк""",2026-07-25,75,3,5,4.0,8140.00
2112642,"Гостиница ""Автовокзал""",2026-07-25,22,5,8,22.73,2600.00
2036706,"Отель ""Магистраль""",2026-07-25,21,0,0,0.0,
1487384,"Парк отель ""Уюга""",2026-07-25,58,3,12,5.17,6000.00
1892012,"Отель ""Подлеморье""",2026-07-25,14,5,10,35.71,6500.00
1913029,"Отель ""Точка Байкала""",2026-07-25,26,3,12,11.54,7000.00
1851647,"Парк-Отель ""Шелест""",2026-07-25,8,4,8,50.0,5000.00
1785783,"Отель ""Белый Берег""",2026-07-25,5,2,12,40.0,9500.00
1690094,Гостиница Олимпиада,2026-07-25,25,4,7,16.0,1700.00
1655828,"Апарт-отель ""Светлый""",2026-07-25,6,4,8,66.67,4500.00
1609403,"Отель ""Иркут""",2026-07-25,30,5,7,16.67,3200.00
1491765,"Гостиница ""130Hotel""",2026-07-25,12,5,9,41.67,3000.00
1472664,"Гостиница ""Байкал Форест""",2026-07-25,76,6,17,7.89,6525.00
1390225,"Гостиница ""Добрый Кот""",2026-07-25,10,1,1,10.0,800.00
1490199,Отель «Альпари»,2026-07-25,10,4,10,40.0,2400.00
1467982,Гостиница,2026-07-25,5,2,3,40.0,1500.00
1441288,Отель Армат 4*,2026-07-25,36,3,6,8.33,7000.00
1343236,"Бутик-отель ""Аристократ""",2026-07-25,12,2,2,16.67,5100.00
1314294,"Гостиница ""Ангара-Приоритет""",2026-07-25,31,7,16,22.58,4000.00
1367731,"Отель ""Яковлевъ""",2026-07-25,25,2,5,8.0,4000.00
1367592,"Отель ""Атлас""",2026-07-25,28,5,12,17.86,4800.00
1265779,"Отель ""Клубный Квартал""",2026-07-25,48,5,10,10.42,3500.00
946962,"Отель ""Лотос""",2026-07-25,23,8,18,34.78,2500.00
1048431,"Гостиница ""Usadba 50 ( Усадьба 50)""",2026-07-25,15,7,12,46.67,3100.00
1276636,"Парк-отель ""Бурдугуз""",2026-07-25,69,5,15,7.25,19500.00
1296594,"Отель ""Тайга""",2026-07-25,44,9,21,20.45,5000.00
2063101,"Гостиница ""Азия-Европа""",2026-07-25,19,6,12,31.58,5250.00
2032078,Гостиница «Усадьба Егорова»,2026-07-25,10,5,12,50.0,7000.00
1632075,"Отель"" Арбат""",2026-07-25,11,5,8,45.45,3510.00
1382100,"Гостиница ""У Истока""",2026-07-25,24,4,8,16.67,3400.00
1129766,"Доходный дом ""М.А. Листратовой""",2026-07-25,15,6,11,40.0,5439.00
1019043,"Гостиница ""Спектр""",2026-07-25,14,1,2,7.14,3000.00
1378154,"Гостиница ""Байкал - Северное море""",2026-07-25,120,13,31,10.83,7040.00
425543,"Отель ""Звезда""",2026-07-25,64,7,16,10.94,6700.00
904225,"Отель ""Михаил Строгов""",2026-07-25,21,7,12,33.33,4500.00
1899852,Отель «Байкал-Аляска»,2026-07-25,24,4,8,16.67,9500.00
1390108,"Гостиница  ""Воробьевы горы""",2026-07-25,11,7,28,63.64,13000.00
1345611,Гостиница,2026-07-25,29,0,0,0.0,
1335449,Отель Амурский,2026-07-25,17,0,0,0.0,
898794,"Бутик-отель ""Маруся""",2026-07-25,14,0,0,0.0,
767249,"Отель ""Купеческий Дворъ""",2026-07-25,14,0,0,0.0,
1450305,Дача БайкалЭко,2026-07-25,10,0,0,0.0,
2131235,"Отель ""Усадьба 1901""",2026-07-25,18,0,0,0.0,
2110558,"Гостиница ""Малый отель""",2026-07-25,11,0,0,0.0,
1367536,"Отель ""Санаторий Солнечный""",2026-07-25,125,0,0,0.0,
